Row Labels;Sum of q2_gms
44111409412;212394.23
44141758712;
44254211512;1438
44273188912;
44304739812;1499
44340519212;63701.62
44344110412;37
44484373312;1019.94
44494111912;1238
44528499902;2105.28
44643165912;
44728062012;715
44728554812;5143.47
44797066012;
44808985812;9171
44815098512;708.46
45044615912;19953.96
45106276112;16746.72
45141301912;10281.8
45259126202;7577.14
45328796812;163
45365658912;4541
45367936012;9698.8
45592429612;154518.03
45595880912;-500
45618259512;12787.01
45660984012;4076.8
45689130212;
45701243812;23396.16
45721375712;69030.51
45756052902;119
45758135512;2757
45860418012;1369.35
45869614912;31208.16
45905400012;48992.7
45932654812;6804.66
45950750712;20213.82
46049858812;299.99
46086452512;558
46211063512;113233.77
46299837012;8999
46337507002;65
46345048812;-100098
46392193312;7543
46488377512;10979.7
46490932312;7305.45
46602214512;52924.26
46607269212;1197
46676116712;755.81
46685215312;
46709347912;59027.91
46709889312;8225.59
46733268612;75
46744143712;3499.3
46748096412;68174.92
46749139912;11833.64
46767820612;4238
46820179112;284396.8
46838853612;3849.93
46846563212;46775.71
46892455512;261.95
46973223512;699.5
47059402112;1109.7
47064561712;32
47082113712;
47219866612;
47221737312;3079.91
47286257212;8055.3
47315377512;283707.34
47468126512;1774.49
47528886012;53408.01
47591729812;31347.2
47604605112;42148.44
47611942212;7875.66
47613645402;40554.23
47614254402;3700.07
47648630212;
47888439212;1324.9
47923111812;2874.36
47924316512;1845.9
47934174412;924
47952953412;7738
47992852212;975
48003382812;12690.81
48004422912;22
48005352012;1798
48006895012;395
48013799612;
48014777912;41948.3
48034596012;399
48058007712;5610.03
48066767512;37456.11
48084513512;5088.43
48091096012;11874.42
48152938812;58
48157410512;14
48159016412;
48235449012;569.8
48333332612;6943
48350316112;237
48406934312;17247.55
48511608412;16400.29
48549448212;199
48577776612;5566.84
48579597212;
48697256212;4075
48723687412;645
48866508112;1899
48956425912;617
49014755812;2712
49040475212;
49062243612;6749.69
49115412312;14796.42
49206963112;3003.74
49222084312;33
49311514912;14
49370191112;10873.29
49377820512;6378.77
49489170212;116.31
49501593412;
49544412112;2061
49616083012;
49618127712;
49795849412;5827.65
49800528012;1389.98
49824329102;
49827778812;697348.39
49846309812;22827.37
49879087912;58322.29
49883065912;3363.3
49893908912;1679.9
49962017112;549
49984941912;10514.9
49986839212;15
50180596512;23
50294290412;24040.55
50315858412;479
50572464212;4053.5
50585385412;
50634457012;1469.77
50641574512;115
50650569512;
50665117212;6204.22
50734969812;6672.75
50753266512;1052.64
50847957412;9151.4
50926531412;13821.07
51108198812;79.9
51172537612;231004.09
51184760612;8899.97
51193214212;313215.71
51196369412;
51257738102;24299.12
51378841505;17226.95
51392166512;788.47
51451756112;5286
51733319412;160729.53
51906272212;2556.97
51909196212;499.98
51924630512;4769.99
51933096912;7359.4
51941320312;16032.4
51975732912;116690.96
51986163012;
52002917312;1126.97
52020366512;8958
52090081612;18407.66
52138481712;141
52157547302;1287894.85
52157784412;11645.09
52312427612;625
52330126112;32812.68
52358444112;
52379212212;3594
52386311312;375
52435391212;2035
52465182612;57160.67
52533949012;899
52558847202;
52671989712;75
52867953812;16452.25
52919840612;99
52980045912;211060.22
53126863612;486.89
53173998012;
53198563412;299
53218732112;84077.39
53313452712;2387692.2
53359004212;2345.6
53731012012;4035.98
53902818012;14962.36
53914486612;699.3
54078771512;41635.27
54199518712;3696
54239550912;297.49
54252945312;37986.88
54283968112;25
54395658112;7955.41
54404483512;24925.22
54408361712;1799.6
54460442012;124885.36
54485116712;132932.69
54493232212;1336
54561196802;
54963224912;2855.41
54979363112;6180.71
55026708312;1731570.28
55055662112;5390.65
55316268812;1154.73
55322385312;2575
55379312912;-1100
55416712612;2502
55470705002;2798
55481863812;1799
55816313712;
56071822312;137
56190423912;1158
56487444112;5
56559574612;19913.04
56571992112;6406
56613153612;12281.09
56682466212;
56700831612;256
56716545212;
57022498112;
57137023912;33020.67
57166945512;309.8
57177020702;1348
57191741812;13747.43
57260860512;90286.65
57326706712;11053.4
57365481612;-693.9
57414076402;4497
57418428712;221461.08
57432306712;9514.2
57463343512;2136
57850696912;35565.71
57961807212;1170.66
58096039412;21193.72
58231715612;3098.25
58253570712;1473
58464774612;125
58478604512;1094
58483397512;4519.1
58518327012;1296476.4
58577372012;8528
58580992712;14
58611879912;634
58914231512;401941.68
58940882612;8542.28
58983461112;1349.99
59152476412;4187
59272679812;22414.1
59651924712;21706.96
59732058412;
59776441512;41713.52
59801029112;159
60117660712;26075.85
60751933412;3589.44
61007423902;33208.15
61027177612;149
61043076512;
61061037212;23292.07
61189036802;
61426543412;999.9
61449073112;2189.7
61616982912;4649
61623953312;24653.1
61636286912;24380.97
61709422912;257.31
61722076912;136.2
61737529912;1549.7
61751603212;244282.62
62129690112;595323.34
62282743112;1301.06
62298268302;2344.8
62362230112;
62411890212;2159
62523572712;39080.15
62682466402;19
62800746312;20545.19
62814285812;1711
62838900812;
62966777012;623
62973918212;3421.88
63069841012;4298.53
63192119612;1821.44
63196529612;3143.99
63291835812;286
63440539202;
63597107412;187630.16
63716341412;36
63740104212;7912.5
63797222212;1195
63843338812;99061.41
63857713712;2930.87
63893605312;407.41
64278931412;2757
64305262312;
64658272512;1538
64757740312;12148.05
64894994912;3369.13
64955759912;
65050334212;14167.14
65053762812;10289.61
65101708712;14725.45
65205863012;7636.05
65464966412;133
65628903212;11232.2
65725017012;4344
65831332612;499
65914488812;3864.5
65964854112;1345
66030153912;394746.25
66443702612;5178
66477007012;
66530200712;-10.5
66653237312;1998
67090267412;839
67178729412;857
67182938712;259
67735150812;13133.45
67737496212;13500.62
67751207812;223510.92
67849519112;2167.5
67995271912;3748
68004110112;4185
68070180012;3
68073761312;592561.29
68143522712;135874.35
68202260002;3876.42
68260739112;
68271027912;2393.13
68439223712;29221.5
68538092912;
68835648312;1028
68836544112;3766
69057199112;
69196216012;1875
69222000412;99.99
69349366612;13329.9
69350642812;61265.65
69462593912;511.16
69498599312;3745
69500171612;-500
69505946312;
69518831812;25
69523479212;
69826996312;4952
69860143112;17078.23
70018892212;
70079879112;43587.81
70127582412;2554.08
70137304012;21461.18
70195172712;8101.4
70242340512;234880.78
70266733612;1380.75
70329680512;29910.25
70591113112;41634.44
70662101512;34375.2
70740248602;647.9
70873463012;2
70874824412;561807.39
71109838612;
71170612812;39490.29
71293878812;-924
71305316212;199
71308226312;33898.46
71328020812;375
71342397312;-813.1
71357393212;14705.33
71429341012;13622.57
71521058612;358
71542757212;4464
71560365312;3241.73
71651182012;11749.5
71755299212;64566.52
71759289212;
71770449112;2595.1
71893460912;1949.53
72140192612;10476.9
72152169412;1129.9
72219391912;15076.9
72222255412;4739.4
72224867512;375.08
72268603812;20634.89
72308090712;1445
72331968112;157
72393808212;
72395536812;8337.59
72719023812;1424.5
72729432912;404
72770233112;7212
72791648712;1276.8
72820342712;19720.25
72922664912;-1260
73024606712;11038.85
73256519312;-239.9
73288539012;17912.62
73348666912;4085.3
73382092112;6
73549745012;5285.5
73550105612;95
73707452912;1499.99
73807503412;
73962751112;2
74060439912;20613.96
74070964712;4624546.34
74199653712;1999.99
74302248912;4169.91
74355931712;
74372421112;9299
74428796512;23783.16
74464898912;8715.98
74586392412;
74617721312;10546.86
74644035812;19418.51
74896569612;249.8
74902891112;8538.49
75190474512;182398.88
75263603712;849
75362788212;281
75368959712;4517.66
75377998512;3538.91
75480341212;175.58
75856449912;
75976577612;47
76352980212;4902.87
76394361512;26927.51
76726917212;12290.57
76733845612;1499.97
76877129112;499
76880516412;1822
76988673312;168996.33
77235608212;
77326756012;8
77371189512;847
77516398012;40704.1
77601819312;
77628097212;36110.95
77712873612;42985.65
77782138912;460571.9
77833703312;6412
78004927412;13057.45
78132548212;
78217635012;
78219494412;13822.13
78250919912;
78471185412;10631.35
78556872812;3638.4
78704816512;2999.99
78854006412;302278.65
78964534412;16022.05
79032452312;80848.94
79142233412;
79178732412;
79295160012;5211
79321075012;879
79547570012;1314.5
79568867312;6105.48
79569010912;
79858273512;5019.93
79906670312;2829.3
80250757212;7425
80378076512;14
80642231712;1135.9
80644361312;10892.45
80795414712;
80849635512;2040316.14
80946860312;136911.35
81205972112;3379
81677366612;5545.2
81700842312;7
81712851912;374
81753712612;42
81777233812;1053
81853280512;47109.12
81864859012;40056.32
82078478712;919.8
82146593612;7177.9
82170891612;48001.18
82190637212;26093.52
82259495612;1366
82687512512;6689.4
83113822012;610768.61
83427183012;459.99
83435312712;119
83448710712;1357
83603741912;742
83610423012;12046.7
83711490112;10191.09
83721759612;1499
83726820912;
83782498212;
83844377612;15697.47
83866885312;
83954063012;599.9
84083596712;149417.14
84090947112;13631.6
84094839012;10271.02
84112298812;5174.26
84184098412;84651.42
84265724912;1271144.95
84348938212;68862.7
84370795112;55311.1
84388084812;
84456652612;
84636527512;396.18
84646140212;9939.31
84726775012;
84862967412;5952
84907723312;4799.98
84956568212;30145.74
84998264112;
85012138812;3098
85077017712;359.9
86961617812;38831.78
87855120712;43339.99
87951186912;495
88074596712;2733
88744186812;
88764390612;205919.8
88876794912;110340.01
88879260312;3094
88883360712;2651.75
88938971212;
88946839212;649.8
89021097112;7263
89093256612;270831.14
89125162512;7558.65
89255968512;3067.43
89260905512;
89331873512;1524.6
89530693512;1797
89604637512;1875.76
89611320512;15922.3
89630684112;12952.18
89638534512;39912.98
89792772312;5903.79
89829896712;10485.75
89977315012;1738
90381070312;2
90600268502;4478
91802726212;3499.5
91897546912;11548.34
91945979512;
91948132512;
91963568512;145
91991898612;
92001087812;-1341
92600676912;3147.89
92774336512;135
93094056612;28145.4
93097904212;889.2
93117196512;96488.05
93253643912;169.9
93881253212;25
93944703312;4608.2
93950984312;399
94015733212;119611.48
94193010512;7478
94275681212;4660.05
94618923312;2399
94666272912;78
94813343712;286827.42
94847577112;214.99
94853098312;127
94858625412;3845
95240238512;2885.11
95244752212;88592.24
95398620112;1981.13
95442053212;4868.4
95483467212;21511.04
95789592112;15064.8
95812551312;24470.2
96205842612;12973.77
96259379712;529.9
96701671712;41
96775296712;7186
96857716512;13140.82
96929025812;899.8
96937896112;8782.34
96941993112;7548.72
97050714712;46380.63
97055329212;799492.35
97162007912;13986.08
97163240912;9076.85
97488815312;
97788652412;769.6
97966337212;4453.7
97980002312;
97990222112;15802.7
97992031912;12798.2
98022720512;105
98147279912;8819.7
98150611712;9494.15
98169232412;
98175424312;62505.25
98264325312;-4658.05
98324625612;
98392953512;77687.57
98471320012;17
98664915812;10848.07
98865905612;27201.13
99231315112;7975
99353629312;159.9
99387617012;2574
99593633812;109148.06
99844354912;4200.24
99849041912;37639.99
99893627912;118
1,00E+16;2040
1,00E+16;92161.85
1,01E+16;131558.41
1,01E+16;3050
1,01E+16;46777.12
1,01E+16;5037.26
1,01E+16;7825.28
1,02E+16;0
1,02E+16;106553.02
1,02E+16;1948.55
1,02E+16;3496
1,02E+16;699
1,02E+16;289.99
1,02E+16;209.95
1,02E+16;3170
1,02E+16;98081.8
1,02E+16;346.11
1,02E+16;13776.47
1,02E+16;2339.5
1,03E+14;0
1,03E+16;15730
1,03E+16;2063.98
1,03E+16;27002.46
1,03E+16;7910.42
1,03E+16;41276.87
1,03E+16;0
1,03E+16;1689.37
1,03E+16;139.8
1,03E+16;0
1,03E+16;0
1,03E+16;299.99
1,03E+14;1595
1,03E+16;495
1,04E+15;6405.94
1,04E+16;2789.8
1,04E+16;74.3
1,04E+16;1071.62
1,04E+16;2452.5
1,04E+16;12871.34
1,04E+16;2709.1
1,04E+16;689
1,04E+16;0
1,04E+16;617.28
1,04E+16;40437.05
1,04E+16;58962.43
1,04E+16;1298
1,04E+16;13832.3
1,04E+16;102998.56
1,05E+16;0
1,05E+16;6690.99
1,05E+16;16880.95
1,05E+16;6242
1,05E+16;172441.42
1,05E+16;888.25
1,05E+16;876
1,05E+16;0
1,05E+16;2318.2
1,05E+16;164881.6
1,05E+16;19162.81
1,05E+16;259.07
1,05E+16;17977.5
1,05E+15;299
1,06E+16;0
1,06E+16;3725.9
1,06E+16;643832.47
1,06E+15;399.9
1,06E+16;2562.64
1,06E+16;163611.25
1,06E+16;294
1,06E+16;20194.93
1,06E+16;3328.7
1,06E+16;1649.96
1,06E+16;13254
1,06E+16;499
1,06E+16;0
1,06E+16;410
1,07E+15;31989.37
1,07E+16;5009
1,07E+16;2936.1
1,07E+15;87257.5
1,07E+16;122532.5
1,07E+16;51767.52
1,07E+16;845
1,07E+16;8304.93
1,08E+16;-250.96
1,08E+16;210
1,10E+16;0
1,10E+16;598
1,10E+16;4273
1,12E+16;2480
1,12E+16;13569.1
1,12E+16;18268.18
1,12E+16;65070.39
1,12E+16;0
1,13E+16;10607.97
1,13E+15;879.36
1,14E+16;749
1,14E+16;180
1,15E+16;0
1,15E+16;455
1,15E+15;0
1,15E+16;7900
1,16E+16;1255.67
1,17E+16;178066.84
1,17E+16;0
1,18E+16;0
1,18E+16;5813.89
1,18E+16;50942.57
1,19E+16;431.91
1,19E+16;197706.79
1,19E+16;430
1,19E+16;1570
1,19E+16;2176
1,19E+16;816.37
1,19E+16;2499.9
1,20E+16;1415
1,20E+16;696.8
1,20E+16;0
1,20E+16;1575
1,20E+16;7342.08
1,20E+16;21083.88
1,20E+16;4197.53
1,20E+16;0
1,20E+15;0
1,20E+16;5140
1,20E+16;3648.08
1,20E+15;6970.59
1,20E+16;500
1,20E+16;30747.9
1,21E+15;0
1,21E+15;15758.59
1,21E+16;549.98
1,21E+16;22563.98
1,21E+16;43889.49
1,21E+16;369.5
1,21E+16;824804.43
1,21E+16;19225.16
1,22E+15;2047
1,22E+16;6896
1,22E+15;5082
1,22E+16;3898.7
1,22E+16;1473.6
1,23E+16;499.9
1,23E+15;1600
1,23E+16;26857
1,23E+15;359.4
1,23E+16;875
1,23E+16;3250
1,23E+16;0
1,23E+16;3079.83
1,23E+16;1190
1,23E+16;3550
1,23E+16;10148
1,23E+16;407426.21
1,23E+16;2180
1,23E+16;0
1,24E+16;18659.7
1,24E+16;10946
1,24E+16;2399.6
1,24E+16;4524.52
1,24E+16;40582
1,24E+16;159852.13
1,24E+16;93164.75
1,25E+15;795
1,25E+16;2394.94
1,25E+16;259.98
1,25E+16;10189.63
1,25E+16;4912.27
1,25E+15;0
1,25E+16;13808.8
1,25E+16;7453.84
1,26E+16;8405.17
1,26E+16;5290
1,26E+16;35132.38
1,26E+16;36862.05
1,26E+16;520
1,26E+16;56669.2
1,26E+16;59285.11
1,26E+16;920369.32
1,26E+16;0
1,27E+16;5482.18
1,27E+16;1740.93
1,27E+16;5626.14
1,27E+16;1123.08
1,27E+16;0
1,27E+16;3928
1,27E+16;927494.9
1,27E+16;19517.58
1,27E+16;7417.1
1,28E+16;3026.6
1,28E+16;92119.23
1,28E+16;941787.53
1,28E+16;45621
1,28E+15;2210.66
1,28E+16;850
1,28E+16;599
1,28E+16;-400
1,29E+16;5429.53
1,29E+14;85785.19
1,29E+16;7405
1,29E+16;10298
1,29E+16;5656.21
1,29E+16;192153.85
1,29E+16;2344.66
1,30E+16;0
1,30E+16;5598.48
1,30E+16;2989.15
1,30E+16;5663.38
1,30E+16;7803.56
1,30E+16;8685.56
1,30E+16;0
1,30E+16;1169.04
1,30E+15;5454.08
1,30E+16;0
1,31E+16;149
1,31E+16;62991.83
1,31E+16;18075.99
1,31E+16;1799.93
1,31E+16;26263
1,31E+16;337.47
1,31E+16;4138.19
1,31E+16;-599.9
1,31E+15;14966.31
1,31E+16;0
1,31E+16;10759.4
1,32E+15;249
1,32E+16;349
1,32E+16;1500
1,32E+16;0
1,32E+16;348357.59
1,32E+16;19576.58
1,32E+16;0
1,32E+16;3600
1,32E+16;969122.48
1,33E+16;11500
1,33E+16;83541.79
1,33E+16;5211
1,33E+16;0
1,33E+16;3159
1,34E+16;4893.61
1,34E+16;1849.6
1,34E+16;8261.5
1,34E+16;0
1,34E+16;349
1,34E+16;1008.88
1,34E+16;0
1,34E+16;1517
1,35E+16;2540
1,35E+16;2420.19
1,35E+16;4748.22
1,35E+16;4446.12
1,35E+16;1895.77
1,35E+16;27965.79
1,36E+16;12248.2
1,36E+16;28153.81
1,36E+16;5573.15
1,36E+16;4034.87
1,36E+16;19650.48
1,36E+16;4434.25
1,36E+16;6928.5
1,36E+16;0
1,37E+14;2145.84
1,37E+16;90489.44
1,37E+16;268506.43
1,37E+16;13490.84
1,37E+16;58753.18
1,37E+16;15089.7
1,37E+15;0
1,37E+16;0
1,37E+16;12015.58
1,38E+16;12549.92
1,38E+15;30862.88
1,38E+16;8299.94
1,38E+16;1480
1,38E+16;0
1,39E+16;43724.52
1,39E+16;1299
1,39E+16;59646
1,39E+16;179717.74
1,39E+16;2865
1,39E+16;43690.46
1,39E+16;839
1,39E+16;1192.21
1,40E+16;1148861.91
1,40E+16;234.9
1,40E+16;6808.32
1,41E+16;7534.65
1,41E+16;3585.15
1,41E+16;1515.48
1,42E+16;7092
1,42E+16;9570
1,42E+16;0
1,42E+16;1735
1,42E+16;7339.9
1,42E+16;508
1,42E+16;4844.76
1,42E+16;2480.69
1,43E+16;9801.54
1,43E+16;259.8
1,43E+16;0
1,43E+16;51245.35
1,43E+16;647.94
1,44E+16;11150
1,44E+16;574.56
1,44E+16;2962.26
1,44E+16;954.99
1,44E+16;3819.54
1,44E+16;6733.45
1,44E+16;2657
1,44E+16;2510.62
1,44E+16;91319
1,45E+16;0
1,45E+16;-493
1,45E+16;0
1,45E+16;52276.25
1,46E+16;299
1,46E+16;251.94
1,46E+16;30190.74
1,46E+16;2799
1,47E+16;0
1,47E+16;28074.77
1,47E+16;13340.04
1,47E+15;1033454.08
1,47E+16;5420
1,47E+16;14481.16
1,47E+16;205562.81
1,47E+16;4664.7
1,47E+16;299846.15
1,48E+16;17617.93
1,48E+16;54301
1,48E+16;12030
1,48E+16;1589.7
1,48E+16;26364.65
1,48E+16;149.99
1,48E+16;0
1,48E+16;808204.46
1,48E+16;18668.02
1,48E+16;12249.05
1,48E+15;0
1,48E+16;13055.27
1,48E+16;5912.01
1,48E+16;27212.99
1,48E+16;0
1,48E+16;8943
1,49E+16;269
1,49E+16;2609.92
1,49E+16;0
1,49E+16;0
1,49E+14;3192.05
1,49E+14;4941.89
1,49E+16;1301
1,49E+16;4468.72
1,49E+16;0
1,49E+16;6265.53
1,49E+16;988
1,49E+16;14419.51
1,49E+16;64453.36
1,49E+16;0
1,49E+15;8818
1,49E+16;12425.7
1,49E+16;0
1,49E+16;313.39
1,50E+16;2434.17
1,50E+16;1390
1,50E+16;10323.53
1,50E+16;40
1,50E+16;0
1,50E+16;0
1,50E+15;116981.47
1,50E+16;1430
1,51E+16;849.36
1,51E+16;5288.26
1,51E+16;10591
1,51E+16;980.3
1,51E+16;5445
1,51E+16;1167679.23
1,51E+16;14459.83
1,51E+16;0
1,51E+16;0
1,51E+16;7688.8
1,51E+16;0
1,51E+16;0
1,51E+16;139117.61
1,51E+16;0
1,51E+16;213.01
1,51E+16;14915.4
1,51E+15;0
1,51E+16;2214.95
1,52E+16;7772.97
1,52E+15;399.8
1,52E+16;266807.38
1,52E+16;0
1,52E+15;9797.5
1,52E+16;5416
1,52E+16;349.99
1,52E+16;48042
1,52E+16;1494
1,52E+16;575198.7
1,52E+16;1099
1,52E+16;4724.28
1,52E+16;34211.08
1,52E+16;52512.92
1,52E+15;1069.7
1,52E+16;4232.35
1,52E+16;32042.86
1,52E+16;12601.75
1,53E+16;238841.66
1,53E+16;2198
1,53E+16;16092.96
1,53E+15;27845.37
1,53E+16;24.53
1,53E+15;0
1,53E+16;5711.78
1,53E+16;3487.14
1,53E+16;24283.16
1,53E+16;650
1,53E+16;807.98
1,53E+16;3657
1,53E+16;1450
1,53E+16;1449.4
1,53E+16;0
1,53E+16;2859
1,53E+16;0
1,53E+16;1299.94
1,53E+16;0
1,53E+16;14917.64
1,54E+16;41293
1,54E+16;899
1,54E+16;23749
1,54E+15;39006.12
1,54E+16;14240
1,54E+16;9194.8
1,54E+16;16412.83
1,54E+15;2332.5
1,54E+16;13370
1,54E+16;3500
1,54E+16;1499.8
1,54E+16;8344.15
1,54E+16;25892.54
1,54E+16;247576.7
1,55E+16;2300.72
1,55E+16;160
1,55E+16;759.96
1,55E+16;1948
1,55E+16;7183.04
1,55E+16;1332.44
1,55E+16;0
1,55E+16;1782.2
1,56E+16;154997.72
1,56E+16;-8.38
1,56E+16;87778.69
1,56E+15;0
1,56E+16;2228
1,56E+16;0
1,56E+16;2572.81
1,56E+16;265
1,56E+16;889
1,56E+16;0
1,56E+16;739
1,56E+16;415
1,56E+16;2300
1,57E+16;604060.2
1,57E+15;11008.02
1,57E+16;804
1,57E+16;0
1,57E+16;298.9
1,57E+16;0
1,57E+16;6271.97
1,58E+16;33911.43
1,58E+16;51228.68
1,58E+16;3659.92
1,58E+16;8298.43
1,58E+16;0
1,58E+16;0
1,58E+16;21787.64
1,58E+16;8996.87
1,58E+16;5207.69
1,58E+16;912.56
1,59E+16;199
1,59E+16;5272
1,59E+16;4709.83
1,59E+16;1740.7
1,59E+16;256
1,59E+14;0
1,59E+16;47283.9
1,59E+16;0
1,59E+16;0
1,59E+15;0
1,59E+16;15370
1,60E+16;729.7
1,60E+16;4625.88
1,60E+16;22894.45
1,60E+16;1470
1,60E+16;2825
1,60E+16;19859.76
1,60E+16;3145
1,60E+16;0
1,60E+16;9448
1,60E+15;0
1,60E+16;4832
1,60E+16;9774.34
1,60E+15;3649.64
1,60E+16;63965.09
1,61E+16;2484
1,61E+16;10119.78
1,61E+16;0
1,61E+16;9783314.6
1,61E+16;3792.8
1,61E+16;95594.25
1,61E+16;2246
1,61E+16;1128.5
1,61E+16;7028.38
1,61E+16;2184
1,61E+16;9641.4
1,62E+16;324
1,62E+16;260
1,62E+16;382.8
1,62E+16;1069.7
1,62E+16;7837.96
1,62E+16;1388.5
1,62E+16;-16344.42
1,63E+16;12662.28
1,63E+16;0
1,63E+15;2667.71
1,63E+16;0
1,63E+16;14777.39
1,64E+16;16958.62
1,64E+16;0
1,64E+16;17916.38
1,64E+16;0
1,64E+16;5323.97
1,64E+16;8696
1,64E+16;239.8
1,64E+16;1125
1,64E+16;5200.86
1,64E+16;2200.62
1,64E+15;390
1,65E+16;52255.66
1,65E+15;3600
1,65E+16;92448.53
1,65E+15;38152.98
1,65E+16;6983.32
1,65E+16;11020
1,65E+16;0
1,65E+16;9140.88
1,65E+16;3861
1,65E+16;8904.03
1,65E+16;75924.65
1,65E+16;0
1,65E+16;9449.6
1,65E+16;0
1,65E+16;1154.47
1,66E+16;0
1,66E+16;-1200
1,66E+16;508.75
1,66E+16;33637.85
1,66E+16;94704.37
1,66E+15;3631.27
1,66E+16;1639.8
1,66E+16;93898.64
1,66E+16;0
1,66E+16;14935
1,66E+16;20679.92
1,67E+16;8338.91
1,67E+16;9439
1,67E+16;10088.18
1,67E+16;1161219.59
1,67E+16;0
1,67E+16;3392
1,67E+16;0
1,68E+16;132921.42
1,68E+16;0
1,68E+16;249.9
1,68E+15;0
1,68E+16;83266.07
1,68E+16;7748.54
1,68E+16;3437
1,68E+16;370
1,68E+16;74322.92
1,68E+16;798.6
1,68E+16;10358.5
1,68E+16;-1340
1,68E+16;439.9
1,68E+15;60509.55
1,68E+16;0
1,68E+16;1495
1,69E+16;0
1,69E+16;107892.08
1,69E+14;2550
1,69E+16;4890.55
1,69E+15;17173.47
1,69E+16;772299.57
1,69E+15;0
1,69E+16;2219.32
1,69E+16;14012.97
1,69E+16;116897.08
1,69E+16;2456.65
1,69E+16;1967
1,69E+15;0
1,70E+15;3866.27
1,70E+16;1850
1,70E+16;7141
1,70E+16;7847
1,70E+16;9583.5
1,70E+16;20223.84
1,70E+16;0
1,70E+16;9301.63
1,70E+16;2844.9
1,71E+16;5760
1,71E+16;0
1,71E+16;1337.9
1,71E+16;500
1,71E+15;1737.11
1,71E+16;1100
1,71E+16;899.9
1,71E+16;481
1,71E+16;1289.7
1,71E+16;8323.83
1,71E+16;1199.9
1,71E+16;0
1,71E+16;12867.85
1,71E+16;3280
1,71E+16;2651.13
1,71E+16;12157.57
1,71E+16;5398.4
1,71E+16;200
1,71E+16;6193.61
1,71E+16;80758.98
1,72E+16;7412.59
1,72E+15;0
1,72E+16;0
1,72E+15;1049
1,72E+16;0
1,72E+16;0
1,72E+16;12128.19
1,72E+16;0
1,72E+16;0
1,72E+16;2548.99
1,72E+16;811249.97
1,72E+16;0
1,72E+16;20922.94
1,72E+16;17542.54
1,72E+16;559.9
1,72E+16;-725.9
1,72E+15;0
1,72E+16;699.89
1,72E+16;4378
1,72E+16;2820
1,72E+16;5306.02
1,72E+16;0
1,72E+16;1670
1,72E+16;5224.56
1,72E+16;14239.98
1,72E+16;11353.27
1,72E+16;5501.87
1,72E+16;4272.98
1,72E+16;51
1,72E+16;6850
1,72E+16;8397.2
1,72E+16;342.5
1,72E+16;400
1,72E+16;41450.9
1,72E+16;1954.7
1,72E+16;0
1,73E+15;0
1,73E+16;866.15
1,73E+16;110007.71
1,73E+15;5999
1,73E+16;98244.89
1,73E+16;71120.77
1,73E+16;3590
1,73E+16;499
1,73E+16;1842.24
1,73E+16;249.9
1,73E+16;7163
1,73E+16;708
1,73E+16;1318
1,73E+15;478918.28
1,73E+16;7822.5
1,73E+15;14023.8
1,73E+16;28000
1,73E+15;239.98
1,73E+16;5002849.56
1,73E+16;14820
1,73E+16;3800
1,73E+15;2773.21
1,73E+16;15694.71
1,73E+16;0
1,73E+16;5990
1,73E+16;7853.9
1,73E+16;-1580
1,73E+16;1179.8
1,73E+16;14450.82
1,74E+16;235931.65
1,74E+16;0
1,74E+16;718
1,74E+16;2113.91
1,74E+16;72716.98
1,74E+16;127372.36
1,74E+16;317.97
1,74E+16;10418.04
1,74E+16;5196.89
1,74E+16;3499.9
1,74E+16;4960.45
1,74E+16;1499.9
1,74E+16;1639.96
1,74E+16;2476
1,75E+16;8055.82
1,75E+16;126740.48
1,75E+16;139941
1,75E+16;0
1,75E+16;1439.85
1,75E+16;-12198
1,75E+16;0
1,75E+16;2546.9
1,75E+16;11337.78
1,75E+16;0
1,75E+16;4145
1,75E+16;11067.45
1,75E+16;1209.98
1,75E+16;0
1,75E+16;2749.9
1,75E+16;939.98
1,75E+16;401.65
1,75E+16;13352.4
1,75E+16;918.8
1,76E+16;1003
1,76E+16;1029.8
1,76E+16;16780
1,76E+16;77256.9
1,76E+16;7779.89
1,76E+16;0
1,76E+16;346.63
1,76E+16;4538
1,76E+15;16917.84
1,76E+16;9625
1,76E+16;70836.12
1,76E+16;80978.08
1,76E+16;0
1,76E+16;8699
1,77E+16;399.9
1,77E+16;749.99
1,77E+16;4368.42
1,77E+16;46075.97
1,77E+16;0
1,77E+16;158110
1,77E+16;5250.16
1,77E+16;94908.09
1,77E+16;1743
1,77E+16;588
1,77E+16;0
1,77E+16;750
1,77E+16;999
1,77E+15;99.8
1,77E+16;349
1,77E+16;1847
1,78E+16;2479.5
1,78E+16;-1357
1,78E+16;2734
1,78E+16;0
1,78E+16;311566.22
1,78E+16;2044.8
1,78E+16;12468.25
1,78E+16;1924
1,78E+16;4728
1,78E+16;0
1,78E+16;15142
1,78E+16;596
1,78E+16;2946
1,78E+16;55615
1,78E+16;19494.76
1,78E+16;0
1,78E+15;0
1,78E+15;0
1,78E+16;26534
1,78E+16;2210.84
1,78E+16;7078.9
1,78E+16;3464.63
1,78E+16;560
1,79E+16;591.98
1,79E+16;1110
1,79E+16;46636.79
1,79E+16;3490.34
1,79E+16;0
1,79E+16;33845.93
1,79E+16;214302.65
1,79E+16;7595
1,79E+16;7268.16
1,79E+16;398
1,80E+16;0
1,80E+16;11267.36
1,80E+16;0
1,80E+16;717
1,80E+16;4484.8
1,80E+16;28888.91
1,80E+15;35821.2
