Row Labels;Sum of q2_gms
1,80E+16;0
1,80E+15;0
1,80E+16;645.2
1,80E+16;16125
1,80E+16;18934.88
1,80E+16;3344.8
1,80E+16;0
1,80E+16;0
1,80E+16;14901.51
1,80E+16;189.5
1,80E+16;18398
1,80E+16;0
1,80E+16;4254
1,80E+16;4394.6
1,80E+16;3173.99
1,80E+16;0
1,81E+16;7300
1,81E+15;199
1,81E+16;8098.2
1,81E+16;390
1,81E+16;1142.3
1,81E+16;8684.39
1,81E+16;0
1,81E+15;1196.9
1,81E+16;678.9
1,81E+16;0
1,81E+16;12377.72
1,81E+16;479.9
1,81E+16;1999
1,81E+16;5599.6
1,81E+16;0
1,81E+16;9830.02
1,81E+16;488.5
1,81E+16;86380.43
1,82E+15;44950.66
1,82E+16;298
1,82E+16;51774.1
1,82E+16;23380.09
1,82E+16;12812.9
1,82E+16;1249.9
1,82E+16;379.8
1,82E+16;12244.58
1,82E+16;0
1,82E+15;0
1,82E+16;11244.9
1,83E+16;83469.17
1,83E+16;1915
1,83E+16;899
1,83E+16;9643.68
1,83E+16;0
1,83E+16;0
1,83E+16;28477
1,83E+16;9678.75
1,83E+15;4939
1,83E+16;5433.8
1,83E+16;5435
1,83E+16;22199
1,83E+16;477
1,83E+16;1187
1,83E+16;21460.22
1,84E+16;0
1,84E+16;30910.3
1,84E+16;0
1,84E+16;3560
1,84E+16;6634.38
1,84E+16;0
1,84E+16;3198.49
1,84E+16;275
1,84E+16;20003.13
1,84E+15;-885.2
1,84E+16;13899.99
1,84E+16;6104.79
1,84E+16;29315.26
1,84E+16;6831
1,84E+16;0
1,85E+16;16863
1,85E+16;2067.42
1,85E+16;6766.67
1,85E+16;2455
1,85E+16;6908.76
1,85E+16;3261.25
1,85E+16;10912.6
1,85E+16;-10702.98
1,85E+16;600
1,85E+16;14082
1,85E+16;52320.54
1,85E+16;999
1,85E+16;3299.98
1,85E+16;0
1,85E+16;2256.25
1,85E+16;2192.02
1,85E+15;1829.7
1,85E+15;699
1,86E+16;0
1,86E+16;448
1,86E+16;7262.08
1,86E+16;46626.3
1,86E+16;12587.57
1,86E+16;9731.5
1,86E+16;88113.78
1,86E+16;28735.1
1,86E+16;1399
1,86E+16;0
1,87E+16;12241.56
1,87E+16;0
1,87E+16;8418
1,87E+16;149.9
1,87E+15;2173.56
1,87E+16;34127.39
1,87E+16;999
1,87E+16;0
1,87E+16;6999.7
1,87E+16;10147.9
1,87E+16;0
1,88E+15;3213.79
1,88E+16;2427.67
1,88E+16;800
1,88E+15;39
1,88E+16;419
1,88E+16;20936.41
1,88E+16;998.49
1,88E+16;898
1,88E+16;74133.67
1,88E+16;20411.9
1,88E+16;4700
1,88E+16;8173
1,88E+16;300
1,89E+16;2970
1,89E+16;5208.84
1,89E+16;0
1,89E+16;0
1,89E+15;3145
1,89E+16;17254.54
1,89E+16;2798.36
1,89E+16;0
1,89E+16;8260.62
1,89E+15;0
1,90E+16;998
1,90E+16;7514
1,90E+16;1664850.58
1,90E+16;3295
1,90E+16;3537956.85
1,90E+16;0
1,91E+16;20410
1,91E+16;12952.24
1,91E+16;26998.92
1,91E+16;0
1,91E+16;14350.21
1,91E+16;292505.74
1,91E+16;0
1,91E+16;0
1,91E+16;0
1,91E+16;7794.6
1,92E+16;199.8
1,92E+16;2590
1,92E+16;17595.94
1,92E+16;14685.55
1,92E+16;9585
1,92E+16;0
1,92E+15;4120.46
1,93E+16;15046.1
1,93E+16;6910.06
1,93E+16;0
1,93E+16;3815.48
1,94E+16;2792.09
1,94E+16;9795.25
1,94E+16;15160.65
1,94E+16;6073.57
1,94E+16;366.1
1,94E+16;4088.54
1,95E+15;1696.9
1,95E+15;699
1,95E+15;23900
1,95E+16;896
1,95E+16;132990.28
1,95E+16;104961.64
1,95E+16;2299
1,95E+16;33979.71
1,95E+16;0
1,95E+16;19400
1,95E+16;9423.35
1,95E+16;3870
1,96E+16;33299.36
1,96E+16;43915.75
1,96E+16;1507.19
1,96E+16;0
1,96E+16;291402.2
1,97E+16;1799.4
1,97E+15;10091.46
1,97E+16;24024.8
1,97E+16;5100
1,97E+16;33516.5
1,97E+16;2309.58
1,97E+16;17397
1,97E+16;0
1,97E+16;25646
1,98E+16;315
1,98E+16;787246.74
1,98E+16;313562.48
1,98E+16;2614
1,98E+16;6096
1,98E+16;5505
1,98E+16;17512.67
1,98E+15;2090
1,98E+16;69877.4
1,98E+16;908
1,98E+15;1206
1,98E+16;4281
1,99E+16;0
1,99E+16;0
1,99E+16;31731.59
1,99E+16;4080.49
1,99E+16;2309
1,99E+16;6263.74
1,99E+16;2130
1,99E+16;0
1,99E+16;598
2,00E+16;141110.04
2,00E+16;3290
2,00E+16;444.53
2,00E+16;51313.39
2,00E+16;2099.94
2,00E+16;510
2,00E+15;2802.68
2,00E+16;192
2,00E+16;2933.68
2,00E+16;11100
2,00E+16;10573.01
2,00E+16;7023.45
2,00E+16;4332
2,00E+16;138103.58
2,00E+16;3590
2,00E+16;6858.9
2,00E+16;20014.25
2,01E+16;89.99
2,01E+16;19800
2,01E+16;0
2,01E+16;9999
2,01E+15;4299
2,01E+16;2598.2
2,01E+16;15087.81
2,01E+16;2844
2,01E+16;1224
2,01E+16;0
2,01E+16;34396
2,01E+16;0
2,01E+16;749
2,01E+16;7277.61
2,01E+16;8292
2,01E+16;0
2,01E+16;349.95
2,01E+16;689
2,02E+16;0
2,02E+16;68.99
2,02E+16;5063.84
2,02E+15;-1103.7
2,02E+16;33316
2,02E+15;41455.5
2,02E+16;81.8
2,02E+16;12560.19
2,02E+16;782
2,02E+16;2689.15
2,02E+16;10992
2,02E+16;1600
2,02E+15;45878.31
2,02E+16;3289.9
2,02E+16;949
2,02E+16;3744
2,02E+16;0
2,02E+16;548.99
2,02E+16;112500.42
2,03E+16;987
2,03E+16;0
2,03E+16;139.9
2,03E+16;590272.49
2,03E+16;365
2,03E+16;8819.1
2,03E+16;19106.37
2,03E+16;1098
2,03E+16;1027
2,03E+15;6608.4
2,03E+16;2790
2,04E+16;1302
2,04E+16;59063.89
2,04E+15;74638.37
2,04E+16;3539.78
2,04E+16;6081.08
2,04E+16;180
2,04E+16;9096
2,04E+16;95936.67
2,05E+16;8939.65
2,05E+16;12967
2,05E+16;399
2,05E+16;1450
2,05E+16;1079.97
2,05E+16;115
2,05E+16;83.9
2,05E+16;2182.95
2,05E+16;1372.5
2,05E+16;47734.19
2,05E+15;6491.47
2,06E+16;1310
2,06E+16;0
2,06E+16;0
2,06E+16;4062
2,06E+15;678.2
2,06E+16;2039.93
2,07E+16;0
2,07E+16;458.16
2,07E+16;379
2,07E+16;200
2,07E+16;450
2,07E+16;-870
2,07E+16;1897.33
2,07E+16;3251
2,07E+16;499.9
2,07E+16;9798
2,08E+15;9992.17
2,08E+16;7497.84
2,08E+16;2369.88
2,08E+16;8525.45
2,08E+16;148
2,08E+16;169751.32
2,08E+16;8573.28
2,08E+16;2766
2,08E+16;289
2,09E+16;29536
2,09E+15;2655.63
2,09E+16;540
2,09E+15;3187.24
2,09E+15;11417.84
2,09E+16;259.9
2,09E+16;1353.42
2,09E+16;14689.84
2,09E+15;1050
2,09E+16;679.56
2,09E+16;0
2,09E+16;151440.8
2,10E+16;621726.78
2,10E+16;3532.39
2,10E+16;512.72
2,10E+15;14138.98
2,10E+14;4843
2,10E+15;864.96
2,10E+16;0
2,10E+16;198.5
2,10E+16;0
2,10E+16;876
2,10E+16;11480
2,10E+16;7881.1
2,10E+16;4771.87
2,10E+16;8168.86
2,11E+16;36384.23
2,11E+16;73194.55
2,11E+16;182284.49
2,11E+15;0
2,11E+16;1450
2,11E+16;952.64
2,11E+16;3317.97
2,11E+16;15594
2,11E+16;133286.55
2,11E+14;0
2,11E+16;440
2,11E+16;158426.31
2,12E+16;1360.32
2,12E+16;2953
2,12E+16;2543.2
2,12E+15;3868.96
2,12E+16;1698.95
2,12E+15;1348.91
2,13E+15;1495
2,13E+16;2425.95
2,13E+16;3619
2,13E+16;668.44
2,13E+16;106302.52
2,13E+16;4171.32
2,13E+16;0
2,13E+16;0
2,13E+16;163853.77
2,14E+16;2578.7
2,14E+16;6900
2,14E+16;100
2,14E+16;401.76
2,14E+16;1631.8
2,14E+16;1104402.94
2,14E+16;700
2,14E+16;578198.8
2,14E+16;0
2,14E+16;15919.9
2,14E+16;0
2,14E+16;0
2,14E+16;1389.4
2,14E+16;95128.02
2,15E+15;0
2,15E+16;2249.99
2,15E+16;18574.36
2,15E+15;1497
2,15E+16;16854.72
2,15E+16;250609.14
2,15E+16;5398
2,15E+16;7932.62
2,15E+16;799
2,15E+16;22099.13
2,15E+16;24804.75
2,15E+16;0
2,15E+14;548
2,15E+16;4004.8
2,15E+16;192
2,15E+16;-254
2,15E+16;3997
2,15E+16;0
2,15E+16;14663.18
2,15E+16;0
2,16E+16;2047
2,16E+16;902867.76
2,16E+16;3294
2,16E+16;1599.7
2,16E+16;450
2,16E+16;3581258.55
2,16E+16;64537.07
2,16E+16;79575.54
2,16E+16;3400
2,16E+16;1385.86
2,16E+16;0
2,16E+16;0
2,16E+16;150
2,16E+16;7499.92
2,17E+16;0
2,17E+16;2778.42
2,17E+16;159.9
2,17E+16;7770
2,17E+16;2234.99
2,17E+16;0
2,17E+16;477
2,17E+16;-2600.09
2,17E+16;126558.78
2,17E+16;0
2,17E+16;10662.35
2,17E+16;12677.95
2,18E+16;437
2,18E+16;0
2,18E+16;8107.47
2,18E+16;23982.92
2,18E+16;359
2,18E+16;55
2,19E+16;3141.8
2,19E+16;6617.78
2,19E+16;2453.78
2,19E+15;589
2,20E+16;5066
2,20E+16;470
2,20E+16;259.7
2,21E+16;2432.96
2,21E+16;11617.14
2,21E+15;806.4
2,21E+16;43178.03
2,21E+16;2198.99
2,21E+16;75428.87
2,22E+16;13211
2,23E+16;198110.24
2,23E+15;1497
2,23E+16;4524
2,24E+16;778
2,24E+15;1499.8
2,24E+15;0
2,25E+16;30649.11
2,25E+16;6136.49
2,26E+16;1540
2,26E+16;0
2,26E+16;12190.91
2,26E+16;15372.99
2,26E+15;5517.53
2,26E+16;0
2,26E+16;436.6
2,27E+16;3214.81
2,27E+16;31721.75
2,27E+16;3717.1
2,27E+16;819.7
2,27E+16;32140.82
2,28E+16;2265.15
2,28E+16;0
2,28E+16;569.9
2,29E+16;421.9
2,29E+16;1209
2,29E+15;0
2,29E+16;5822.37
2,29E+16;3036.73
2,30E+16;0
2,30E+16;71560.55
2,30E+15;1159
2,30E+16;3978
2,30E+16;0
2,30E+16;538.8
2,30E+16;249
2,31E+16;1619.29
2,31E+16;2899
2,31E+16;1646
2,31E+16;51373.8
2,31E+16;3276
2,31E+15;6052.71
2,31E+16;998
2,31E+16;550
2,32E+16;12887.27
2,32E+16;875
2,32E+16;5259.6
2,32E+16;599.7
2,32E+16;17748.44
2,32E+16;0
2,32E+16;2376
2,32E+15;1079.73
2,32E+16;592
2,32E+16;2141.01
2,32E+16;73679.85
2,32E+16;7469.31
2,32E+16;2697
2,32E+16;9320
2,32E+16;0
2,33E+16;16077.3
2,33E+16;2499
2,33E+16;0
2,33E+16;0
2,33E+16;0
2,33E+16;6947.5
2,33E+15;3889.3
2,33E+16;7900
2,33E+16;1120
2,34E+16;42850.51
2,34E+16;44932.23
2,34E+14;794.1
2,34E+16;35661.46
2,34E+16;2536
2,34E+16;559.2
2,34E+16;57539.43
2,34E+16;2700
2,34E+16;750
2,34E+16;16079.94
2,34E+16;3035.13
2,34E+16;2633.82
2,34E+16;264596.87
2,35E+16;1359.71
2,35E+16;10516.58
2,35E+16;0
2,35E+16;52521.47
2,35E+16;25148.9
2,35E+16;0
2,35E+15;5294.99
2,36E+16;0
2,36E+14;-5290
2,36E+16;6513.12
2,36E+16;12638.38
2,36E+16;1587
2,36E+16;10252.5
2,36E+16;16993.8
2,36E+15;7197
2,36E+16;4650
2,36E+15;0
2,36E+16;0
2,36E+16;10622.4
2,37E+16;644.6
2,37E+16;484.9
2,37E+16;0
2,37E+16;28559.75
2,37E+16;29438.71
2,37E+16;3190.59
2,37E+16;349
2,37E+16;289.99
2,37E+16;5799.99
2,37E+16;894
2,37E+16;3929.9
2,37E+15;89.99
2,38E+16;9198.5
2,38E+16;177858.48
2,38E+16;600
2,38E+15;7199.98
2,38E+16;4557
2,38E+16;15138.71
2,38E+16;7308
2,38E+16;12923.2
2,38E+16;43702.2
2,38E+16;133689
2,38E+16;4477
2,38E+16;3738
2,38E+16;1679.4
2,38E+16;0
2,38E+16;5362.63
2,38E+16;372352.6
2,38E+16;2214
2,39E+16;199.99
2,39E+16;239.98
2,39E+16;1050
2,39E+16;0
2,39E+16;1736
2,39E+16;5902.81
2,39E+16;384.9
2,40E+16;3621.54
2,40E+16;0
2,40E+16;6949.2
2,40E+15;6008
2,40E+16;16715.9
2,40E+16;275
2,40E+16;0
2,40E+16;280
2,40E+16;225
2,40E+16;15442
2,40E+16;31072.25
2,40E+16;220701.84
2,41E+16;138500.87
2,41E+16;2047.3
2,41E+16;23548.83
2,41E+16;1814
2,41E+16;-10580
2,41E+16;8234.89
2,41E+16;2250
2,41E+16;4726
2,42E+16;333248.26
2,42E+16;0
2,42E+16;324
2,42E+16;31642.63
2,42E+16;21529.65
2,42E+16;2219
2,42E+16;763981.89
2,42E+15;10250
2,42E+16;23337.96
2,42E+16;0
2,43E+16;0
2,43E+15;756.63
2,43E+16;10232.39
2,43E+16;0
2,43E+15;4549.91
2,43E+16;0
2,43E+16;3699.6
2,43E+16;0
2,43E+16;1722.18
2,43E+16;6307.76
2,43E+16;3552.91
2,43E+16;42342.2
2,44E+16;1487.8
2,44E+16;560
2,44E+16;1031.71
2,44E+16;0
2,44E+16;0
2,44E+16;23730.58
2,44E+16;0
2,44E+16;3675
2,44E+16;3750
2,44E+16;188213.96
2,44E+16;6325
2,44E+16;1193.19
2,44E+16;4457.92
2,45E+16;4888.91
2,45E+16;1578
2,45E+16;899
2,45E+16;3945.87
2,45E+16;2132.54
2,45E+16;760
2,45E+16;13694.73
2,45E+16;15545.6
2,45E+16;3855.79
2,45E+16;0
2,46E+16;9985.79
2,46E+15;290.96
2,46E+16;3752.78
2,47E+16;0
2,47E+16;4831
2,47E+16;799.9
2,47E+16;85883.06
2,47E+16;225
2,47E+16;6181.2
2,48E+16;12463.18
2,48E+16;625
2,48E+16;2017.8
2,48E+16;17566.15
2,48E+16;12898.12
2,48E+15;9750
2,48E+16;1199
2,48E+16;28861.69
2,49E+16;14406.44
2,49E+16;4799.97
2,49E+16;1890
2,49E+16;0
2,49E+16;7681.09
2,49E+16;1644.54
2,49E+16;6580.61
2,49E+16;3549
2,49E+16;0
2,49E+16;7029.18
2,50E+16;15995
2,50E+16;0
2,50E+16;7448.09
2,50E+16;105
2,50E+16;3478.72
2,50E+16;44497.89
2,50E+16;21712.84
2,50E+16;85654.56
2,50E+16;1774.21
2,50E+16;7968
2,50E+16;0
2,51E+16;30182.46
2,51E+15;-434
2,51E+16;1049.63
2,51E+16;799.98
2,52E+16;26775.3
2,52E+16;0
2,52E+16;0
2,52E+16;3277.21
2,53E+16;10788
2,53E+16;110
2,53E+16;10438
2,54E+16;8076.82
2,54E+16;27689
2,54E+16;3998
2,54E+16;0
2,54E+16;12100
2,55E+16;0
2,55E+16;889
2,55E+16;0
2,55E+16;7644
2,56E+16;499.9
2,57E+15;340696.85
2,57E+16;887.99
2,57E+16;17704.21
2,58E+16;8801
2,58E+16;475
2,59E+16;320.27
2,59E+16;899
2,61E+16;234
2,61E+16;3387.79
2,61E+16;1003.85
2,61E+16;4775.98
2,61E+16;783658.45
2,62E+16;2488.98
2,62E+16;119965.76
2,63E+15;3516.9
2,63E+16;79511.55
2,66E+16;295
2,66E+16;44441.11
2,66E+16;908157.6
2,66E+16;0
2,66E+16;0
2,66E+15;805.4
2,66E+16;43934.12
2,67E+16;158141.76
2,67E+16;14733
2,67E+16;5019
2,68E+16;30260.78
2,68E+16;0
2,68E+16;0
2,70E+16;12984.62
2,71E+16;149.99
2,71E+16;14764.69
2,72E+16;375.95
2,72E+16;33130
2,72E+16;0
2,74E+16;0
2,75E+16;528
2,75E+16;0
2,75E+16;8572
2,75E+16;11486.95
2,76E+15;1713.86
2,76E+16;350
2,76E+16;0
2,76E+16;35340.8
2,77E+16;1149.9
2,77E+16;0
2,79E+16;31861.8
2,80E+16;35470.4
2,81E+16;475991.8
2,81E+16;762925.55
2,81E+16;2060443.37
2,82E+16;26066.94
2,83E+16;19201.28
2,83E+16;549.9
2,83E+16;172872.78
2,84E+16;281382.54
2,84E+16;188004.04
2,85E+16;19109.32
2,85E+16;4793.96
2,85E+16;249
2,85E+16;1038
2,85E+16;31693.39
2,85E+16;1356244.36
2,86E+14;150723.43
2,87E+16;5303.3
2,87E+16;1998
2,89E+16;799
2,89E+16;10262.96
2,89E+16;1947087.16
2,89E+16;0
2,90E+16;459.8
2,91E+16;569.05
2,91E+16;1358
2,92E+16;0
2,92E+16;4490.6
2,92E+16;324
2,94E+16;6458.6
2,94E+16;71032.43
2,94E+16;0
2,95E+16;4345.41
2,95E+16;11146445.08
2,95E+16;68953.74
2,95E+16;1089
2,96E+16;67216.58
2,97E+16;20460.29
2,97E+16;10338.35
2,97E+16;18994.65
2,98E+16;20144.4
2,98E+16;116528.4
2,98E+16;459.99
2,98E+16;6585
2,98E+16;3188
2,98E+16;22691.93
2,99E+16;5533
2,99E+16;0
3,02E+16;59684.79
3,04E+16;90314.8
3,05E+16;106429.3
3,05E+16;299
3,06E+16;23680.63
3,06E+16;18247
3,07E+16;957.9
3,07E+16;6122
3,09E+16;14494.34
3,10E+16;38064.85
3,10E+16;1390
3,10E+16;0
3,10E+16;613435.3
3,12E+16;50852.22
3,12E+16;17324.64
3,12E+16;0
3,13E+16;3062.58
3,13E+16;66874.41
3,14E+16;10356.76
3,14E+16;440746.75
3,16E+16;0
3,21E+16;200
3,27E+16;944702.9
3,33E+15;2429.46
3,34E+16;14997.03
3,36E+15;13905
3,37E+16;10244.62
3,37E+16;264801.33
3,38E+15;21737.51
3,38E+16;56809.57
3,39E+16;1880.9
3,39E+16;12209.83
3,42E+16;795
3,43E+16;0
3,48E+16;107006.28
3,48E+15;99756
3,50E+16;0
3,50E+16;96455.69
3,52E+16;2577.48
3,52E+16;17437.72
3,55E+16;142379.58
3,58E+16;1106.65
3,58E+16;-3285.59
3,62E+16;789.42
3,62E+16;13863.3
3,64E+16;0
3,67E+15;0
3,71E+16;21760.15
3,72E+16;14380.51
3,74E+16;0
3,75E+16;0
3,79E+16;13399.83
3,83E+16;3858
3,84E+16;435
3,86E+16;10226
3,89E+16;-94.95
3,89E+16;0
3,89E+16;41086.95
3,91E+16;10638.58
3,93E+16;1854
3,93E+16;0
3,93E+15;6621.25
3,93E+16;239.8
3,94E+15;4787.15
3,94E+16;6561.64
3,94E+16;33750.94
3,94E+15;5953
3,94E+16;3983.39
3,95E+16;2132
3,95E+15;11818.03
3,95E+16;857.33
3,95E+16;45795.72
3,95E+16;1179
3,95E+16;8089.9
3,95E+16;8543.21
3,95E+16;31195.94
3,96E+16;0
3,96E+15;6197.8
3,96E+16;37604.21
3,96E+16;0
3,96E+16;150
3,97E+16;8574.28
3,97E+16;13556
3,97E+16;0
3,98E+16;42480.04
3,98E+16;5015
3,98E+16;3304.63
3,98E+16;0
3,98E+16;6541.35
3,99E+16;7355.83
3,99E+16;1609.6
3,99E+16;0
3,99E+16;3122
4,00E+16;4441
4,00E+16;950
4,00E+16;12714
4,00E+16;42437.33
4,01E+16;7278
4,01E+16;3336
4,01E+16;15114.91
4,01E+16;0
4,01E+16;1479.85
4,01E+16;0
4,01E+16;720
4,02E+16;29267.46
4,02E+16;0
4,03E+16;642060.16
4,03E+15;1467
4,03E+16;1676.3
4,03E+16;-349.99
4,04E+15;43230.88
4,04E+16;0
4,04E+15;3401.37
4,04E+16;449.99
4,04E+16;0
4,04E+15;1950
4,05E+16;60430
4,05E+15;3413.14
4,05E+16;0
4,05E+16;64.31
4,05E+16;159.9
4,05E+16;7243.37
4,05E+16;1962.21
4,06E+16;0
4,06E+15;37009.2
4,06E+16;0
4,06E+16;617.63
4,06E+16;14762.6
4,06E+16;480
4,06E+16;0
4,06E+16;1318.3
4,06E+16;0
4,06E+16;4664
4,07E+16;6438
4,07E+16;14908.07
4,07E+16;498
4,07E+16;1345
4,07E+16;0
4,07E+16;1598
4,07E+16;0
4,08E+16;9475
4,08E+16;755.97
4,08E+16;299.9
4,09E+16;0
4,09E+16;1079.94
4,09E+16;9857.65
4,09E+16;0
4,09E+16;5312.75
4,09E+16;1091.67
4,09E+16;135868.01
4,09E+16;2399.92
4,10E+16;42586.19
4,10E+16;3873.23
4,10E+16;82722.52
4,10E+16;2780
4,10E+16;4186.76
4,10E+15;229712.47
4,10E+16;2227.11
4,10E+16;2197
4,10E+16;0
4,10E+16;141261.13
4,10E+16;4155.42
4,10E+16;8170.57
4,10E+16;3590.04
4,10E+16;4487
4,11E+15;998
4,11E+16;169
4,11E+16;0
4,11E+16;654
4,11E+16;19717.25
4,11E+16;1099
4,11E+16;26464.47
4,11E+16;1495.9
4,12E+16;899.5
4,12E+16;6969.4
4,12E+16;12313.2
4,12E+16;0
4,12E+16;1750
4,12E+15;26099.38
4,12E+15;12486.04
4,13E+16;17871.56
4,13E+16;5000
4,13E+16;750
4,13E+16;2121.22
4,14E+16;2280
4,14E+16;1199.8
4,14E+16;20191.99
4,14E+16;2772
4,14E+16;2300
4,14E+16;0
4,14E+16;0
4,15E+16;24358.5
4,15E+16;520469.79
4,15E+16;1704.3
4,15E+16;16120.75
4,15E+16;34272.68
4,15E+16;13405.15
4,16E+16;11151.12
4,16E+16;3465.89
4,16E+16;0
4,16E+16;87003.28
4,16E+16;0
4,16E+16;950
4,16E+16;5013.29
4,16E+16;18645.16
4,16E+16;0
4,16E+16;100369.49
4,16E+16;5694.94
4,16E+16;518
4,16E+14;4203.4
4,16E+16;0
4,16E+15;3740.57
4,17E+16;2387771.25
4,17E+16;198
4,17E+16;2967952
4,17E+16;5450.1
4,17E+16;27350.1
4,17E+16;86497.88
4,17E+16;3841.42
4,17E+16;50434.18
4,17E+16;3530
4,17E+16;5517.87
4,17E+16;2919
4,18E+16;0
4,18E+16;1609.1
4,18E+15;61367.84
4,18E+16;199.9
4,18E+16;7918.28
4,18E+16;1313.92
4,18E+16;539.7
4,18E+16;34997.43
4,19E+16;5959.29
4,19E+16;7684.22
4,19E+14;22690.29
4,19E+16;16994.51
4,19E+16;23123.81
4,19E+15;0
4,20E+15;6992.74
4,20E+16;3693.22
4,20E+16;11685.02
4,20E+16;428556.61
4,20E+16;1099.8
4,20E+16;19695.06
4,21E+16;359.1
4,21E+15;728.8
4,22E+16;0
4,22E+16;2540
4,23E+16;0
4,23E+16;2670
4,23E+16;2362.9
4,23E+16;44792.93
4,23E+16;39185
4,23E+16;1125
4,24E+15;125216.68
4,24E+16;25305.39
4,24E+16;13620.54
4,24E+16;13206.11
4,24E+16;2694.7
4,24E+16;438
4,25E+16;3676.9
4,25E+16;11148.05
4,25E+16;2184
4,25E+16;824.5
4,25E+16;2749.96
4,26E+16;256.68
4,26E+15;22178.88
4,26E+16;0
4,26E+16;3729.3
4,27E+16;5421.15
4,28E+16;7440
4,28E+16;220
4,28E+16;0
4,28E+16;2724.89
4,28E+16;4837.78
4,28E+16;5855.5
4,28E+16;0
4,29E+16;0
4,29E+16;2724
4,29E+16;-990
4,29E+16;1995
4,29E+16;1900
4,30E+16;13751.1
4,30E+16;0
4,30E+16;187619.74
4,30E+16;2834.57
4,30E+16;1248.92
4,30E+16;245
4,31E+16;0
4,31E+16;115.02
4,31E+16;9450
4,31E+16;56119.72
4,32E+16;1959.9
4,32E+16;397.9
4,32E+16;12819.15
4,32E+16;2069.9
4,32E+16;349
4,32E+16;3822.75
4,32E+16;1817.8
4,32E+16;22721.25
4,32E+16;0
4,32E+16;398
4,33E+16;11547.21
4,33E+16;113995.61
4,33E+16;9858.2
4,33E+16;0
4,33E+16;8861.37
4,33E+16;899.9
4,34E+16;420900.41
4,34E+15;0
4,34E+16;578
4,34E+16;301267.32
4,34E+16;14856
4,34E+16;2197
4,34E+16;5356.5
4,34E+16;3554.14
4,34E+16;40469.8
4,35E+16;214283.93
4,35E+16;0
4,35E+16;3977.51
4,35E+16;2491.31
4,35E+16;178
4,35E+16;1575.09
4,35E+16;37356.66
4,35E+16;69.99
4,35E+16;73804.34
4,35E+16;99.99
4,36E+16;1780
4,36E+16;76747.15
4,36E+16;0
4,36E+16;55625.02
4,36E+15;0
4,36E+16;2027.12
4,36E+16;275513.09
4,36E+14;10002.06
4,36E+15;848.5
4,36E+16;5099.27
4,36E+16;2547.56
4,36E+16;0
4,37E+15;0
4,37E+15;190794.69
4,37E+16;38235.6
4,37E+16;1276
4,37E+16;0
4,37E+16;16007.5
4,37E+16;1599
4,37E+16;200
4,37E+15;20188.28
4,38E+16;4945
4,38E+16;268166.38
4,38E+16;3597.2
4,38E+16;350
4,38E+15;6199.95
4,38E+16;3493.09
4,38E+16;930
4,38E+16;24970.91
4,38E+16;7694.84
4,38E+15;2701793.64
4,38E+15;0
4,39E+16;11932.5
4,39E+16;1904.3
4,39E+14;2157.88
4,39E+16;4973.74
4,39E+16;19334.21
4,39E+15;9037
4,39E+16;0
4,39E+16;4675.55
4,39E+16;2250
4,39E+16;0
4,39E+15;76063.53
4,39E+16;26861.72
4,40E+16;2357.74
4,40E+16;77861.87
4,40E+16;2454.1
4,40E+16;3035.08
4,40E+16;0
4,41E+16;650
4,41E+16;3423
4,41E+16;958
4,41E+16;2100
4,41E+16;0
4,41E+16;0
4,42E+15;0
4,42E+16;35172.67
4,42E+16;6052.99
4,42E+16;399
4,42E+16;-5400
4,42E+16;44934.36
4,43E+16;39907.29
4,43E+16;2354.26
4,43E+16;2709.6
4,43E+16;984.25
4,43E+16;1160
4,44E+16;249
4,44E+16;699
4,44E+16;359
4,44E+16;1847
4,44E+16;225
4,45E+16;6910.71
4,45E+16;0
4,45E+16;10319.1
4,45E+16;9968.54
4,45E+16;4299663.8
4.45E+11;749
4,45E+16;0
4,45E+16;145456.75
4,45E+16;0
4,45E+16;4417.35
4,45E+15;5699.98
4,45E+16;9583.88
4,46E+16;41817.1
4,46E+16;463299.92
4,46E+16;125191.11
4,46E+16;0
4,46E+16;1800
4,46E+16;10434.82
4,47E+16;6154.06
4,47E+16;415853.55
4,47E+16;36371
4,47E+16;814.64
4,47E+16;11326
4,47E+16;8495.97
4,48E+15;3361.7
4,48E+16;1100
4,48E+15;0
4,48E+16;4606
4,48E+16;30174.81
4,49E+16;11128.39
4,49E+16;1989
4,49E+16;74126.18
4,49E+16;2994.26
4,50E+16;5349
4,50E+16;0
4,50E+16;804.24
4,50E+16;145
4,50E+15;550
4,50E+16;12541.19
4,51E+16;28946.56
4,51E+16;898
4,51E+16;263351.36
4,51E+16;5675
4,51E+16;8136.72
4,51E+15;250
4,51E+16;18475.38
4,52E+16;827.99
4,53E+16;123.84
4,54E+16;471.9
4,54E+16;0
4,54E+16;60.3
4,54E+16;36753.67
4,55E+16;1289
4,55E+16;2275
4,55E+16;7253.63
4,56E+15;6568.05
4,56E+16;0
4,56E+16;6738.15
4,56E+16;1227.94
4,56E+16;3466.4
4,57E+16;2060
4,57E+14;8384.76
4,57E+15;5297.08
4,57E+16;136192.5
4,57E+16;745
4,57E+15;900
4,57E+16;2753.1
4,57E+16;0
4,57E+16;11163
4,57E+16;16549.9
4,58E+16;891.55
4,58E+16;7080.94
4,59E+16;17294
4,60E+16;5391.82
4,60E+16;4400
4,60E+16;30475.19
4,60E+16;3490.5
4,60E+15;860
4,61E+16;6138.38
4,61E+16;10727.12
4,61E+16;2100.54
